symbol,market,period_end,asof_ts,revenue,operating_income,net_income,free_cash_flow,total_assets,total_equity,total_debt,shares_out,eps,source
KO,us,2014-03-28,2014-04-24T00:00:00,,,1619000000.0,617000000.0,,32654000000.0,20191000000.0,,0.36,sec_edgar:companyfacts
KO,us,2014-06-27,2014-07-30T00:00:00,,,4214000000.0,3440000000.0,,34071000000.0,20162000000.0,,0.95,sec_edgar:companyfacts
KO,us,2014-09-26,2014-10-29T00:00:00,,,6328000000.0,6361000000.0,,33429000000.0,22635000000.0,,1.42,sec_edgar:companyfacts
KO,us,2014-12-31,2015-02-25T00:00:00,,,7098000000.0,8209000000.0,,30320000000.0,22615000000.0,,1.6,sec_edgar:companyfacts
KO,us,2015-04-03,2015-04-30T00:00:00,,,1557000000.0,1058000000.0,,28837000000.0,28127000000.0,,0.35,sec_edgar:companyfacts
KO,us,2015-07-03,2015-07-29T00:00:00,,,4665000000.0,4004000000.0,,28418000000.0,28008000000.0,,1.06,sec_edgar:companyfacts
KO,us,2015-10-02,2015-10-28T00:00:00,,,6114000000.0,6720000000.0,,26049000000.0,28641000000.0,,1.39,sec_edgar:companyfacts
KO,us,2015-12-31,2016-02-25T00:00:00,,,7351000000.0,7975000000.0,,25554000000.0,31084000000.0,,1.67,sec_edgar:companyfacts
KO,us,2016-04-01,2016-04-28T00:00:00,,,1483000000.0,68000000.0,,24914000000.0,31946000000.0,,0.34,sec_edgar:companyfacts
KO,us,2016-07-01,2016-07-28T00:00:00,,,4931000000.0,2735000000.0,,26637000000.0,34147000000.0,,1.13,sec_edgar:companyfacts
KO,us,2016-09-30,2016-10-27T00:00:00,,,5977000000.0,5162000000.0,,26076000000.0,35136000000.0,,1.37,sec_edgar:companyfacts
KO,us,2016-12-31,2019-02-21T00:00:00,41863000000.0,,6527000000.0,6534000000.0,,23062000000.0,33211000000.0,,1.49,sec_edgar:companyfacts
KO,us,2017-03-31,2017-04-27T00:00:00,,,1182000000.0,346000000.0,,22876000000.0,33723000000.0,,0.27,sec_edgar:companyfacts
KO,us,2017-06-30,2017-07-27T00:00:00,,,2553000000.0,2559000000.0,,22001000000.0,35283000000.0,,0.59,sec_edgar:companyfacts
KO,us,2017-09-29,2018-10-30T00:00:00,27898000000.0,,4000000000.0,4724000000.0,,22119000000.0,35702000000.0,,0.92,sec_edgar:companyfacts
KO,us,2017-12-31,2019-02-21T00:00:00,35410000000.0,,1248000000.0,5320000000.0,,17072000000.0,34480000000.0,,0.29,sec_edgar:companyfacts
KO,us,2018-03-30,2019-04-25T00:00:00,7626000000.0,,1368000000.0,,,19610000000.0,34162000000.0,,0.32,sec_edgar:companyfacts
KO,us,2018-06-29,2019-07-25T00:00:00,17719000000.0,,3684000000.0,,,18323000000.0,32086000000.0,,0.86,sec_edgar:companyfacts
KO,us,2018-09-28,2019-10-24T00:00:00,24798000000.0,,5564000000.0,4773000000.0,,18264000000.0,31864000000.0,,1.29,sec_edgar:companyfacts
KO,us,2018-12-31,2019-02-21T00:00:00,31856000000.0,,6434000000.0,5973000000.0,,16981000000.0,30361000000.0,,1.5,sec_edgar:companyfacts
KO,us,2019-03-29,2020-04-24T00:00:00,8020000000.0,,1678000000.0,424000000.0,,17735000000.0,32697000000.0,,0.39,sec_edgar:companyfacts
KO,us,2019-06-28,2020-07-22T00:00:00,18691000000.0,,4285000000.0,3734000000.0,,18181000000.0,32045000000.0,,1.0,sec_edgar:companyfacts
KO,us,2019-09-27,2019-10-24T00:00:00,28198000000.0,,6878000000.0,6565000000.0,,18713000000.0,31504000000.0,,1.6,sec_edgar:companyfacts
KO,us,2019-12-31,2020-02-24T00:00:00,37266000000.0,,8920000000.0,8417000000.0,,18981000000.0,42763000000.0,,2.07,sec_edgar:companyfacts
KO,us,2020-03-27,2020-04-24T00:00:00,8601000000.0,,2775000000.0,229000000.0,,18158000000.0,36736000000.0,,0.64,sec_edgar:companyfacts
KO,us,2020-06-26,2020-07-22T00:00:00,15751000000.0,,4554000000.0,2250000000.0,,17484000000.0,42910000000.0,,1.05,sec_edgar:companyfacts
KO,us,2020-09-25,2020-10-22T00:00:00,24403000000.0,,6291000000.0,5461000000.0,,18607000000.0,47010000000.0,,1.46,sec_edgar:companyfacts
KO,us,2020-12-31,2021-02-25T00:00:00,33014000000.0,,7747000000.0,8667000000.0,,19299000000.0,42793000000.0,,1.79,sec_edgar:companyfacts
KO,us,2021-04-02,2021-04-27T00:00:00,9020000000.0,,2245000000.0,1420000000.0,,20355000000.0,43050000000.0,,0.52,sec_edgar:companyfacts
KO,us,2021-07-02,2021-07-26T00:00:00,19149000000.0,,4886000000.0,5075000000.0,,22249000000.0,40141000000.0,,1.13,sec_edgar:companyfacts
KO,us,2021-10-01,2021-10-28T00:00:00,29191000000.0,,7357000000.0,8503000000.0,,22179000000.0,39842000000.0,,1.7,sec_edgar:companyfacts
KO,us,2021-12-31,2022-02-22T00:00:00,38655000000.0,,9771000000.0,11258000000.0,,22999000000.0,42761000000.0,,2.25,sec_edgar:companyfacts
KO,us,2022-04-01,2022-04-28T00:00:00,10491000000.0,,2781000000.0,406000000.0,,24845000000.0,38091000000.0,,0.64,sec_edgar:companyfacts
KO,us,2022-07-01,2022-07-27T00:00:00,21816000000.0,,4686000000.0,4059000000.0,,23005000000.0,37543000000.0,,1.08,sec_edgar:companyfacts
KO,us,2022-09-30,2022-10-26T00:00:00,32879000000.0,,7511000000.0,7292000000.0,,22805000000.0,36191000000.0,,1.73,sec_edgar:companyfacts
KO,us,2022-12-31,2023-02-21T00:00:00,43004000000.0,,9542000000.0,9534000000.0,,24105000000.0,39149000000.0,,2.19,sec_edgar:companyfacts
KO,us,2023-03-31,2023-04-26T00:00:00,10980000000.0,,3107000000.0,-116000000.0,,25217000000.0,36945000000.0,,0.72,sec_edgar:companyfacts
KO,us,2023-06-30,2023-07-27T00:00:00,22952000000.0,,5654000000.0,4014000000.0,,26013000000.0,36797000000.0,,1.3,sec_edgar:companyfacts
KO,us,2023-09-29,2023-10-24T00:00:00,34905000000.0,,8741000000.0,7928000000.0,,26325000000.0,36256000000.0,,2.01,sec_edgar:companyfacts
KO,us,2023-12-31,2024-02-20T00:00:00,45754000000.0,,10714000000.0,9747000000.0,,25941000000.0,37507000000.0,,2.47,sec_edgar:companyfacts
KO,us,2024-03-29,2024-05-02T00:00:00,11300000000.0,,3177000000.0,158000000.0,,26429000000.0,36496000000.0,,0.74,sec_edgar:companyfacts
KO,us,2024-06-28,2024-07-29T00:00:00,23663000000.0,,5588000000.0,3321000000.0,,25853000000.0,,,1.29,sec_edgar:companyfacts
KO,us,2024-09-27,2024-10-24T00:00:00,35517000000.0,,8436000000.0,1593000000.0,,26518000000.0,,,1.95,sec_edgar:companyfacts
KO,us,2024-12-31,2025-02-20T00:00:00,47061000000.0,,10631000000.0,4741000000.0,,24856000000.0,,,2.46,sec_edgar:companyfacts
KO,us,2025-03-28,2025-05-01T00:00:00,11129000000.0,,3330000000.0,-5511000000.0,,26202000000.0,,,0.77,sec_edgar:companyfacts
KO,us,2025-06-27,2025-07-24T00:00:00,23664000000.0,,7140000000.0,-2142000000.0,,28585000000.0,,,1.65,sec_edgar:companyfacts
KO,us,2025-09-26,2025-10-23T00:00:00,36119000000.0,,10836000000.0,2422000000.0,,31247000000.0,,,2.51,sec_edgar:companyfacts
KO,us,2025-12-31,2026-02-20T00:00:00,47941000000.0,,13107000000.0,5296000000.0,,32169000000.0,,,3.04,sec_edgar:companyfacts
KO,us,2026-04-03,2026-04-30T00:00:00,12472000000.0,,3924000000.0,1755000000.0,,33633000000.0,,,0.91,sec_edgar:companyfacts
LIN,us,2016-12-31,2019-03-18T00:00:00,10534000000.0,,1500000000.0,,,,,,5.21,sec_edgar:companyfacts
LIN,us,2017-03-31,2019-03-18T00:00:00,2728000000.0,,389000000.0,,,,,,1.35,sec_edgar:companyfacts
LIN,us,2017-06-30,2019-03-18T00:00:00,2834000000.0,,-462640.0,,,-462640.0,,,-18.51,sec_edgar:companyfacts
LIN,us,2017-09-30,2019-03-18T00:00:00,2922000000.0,,-753465.0,,,-774997.0,,,-30.14,sec_edgar:companyfacts
LIN,us,2017-12-31,2019-03-18T00:00:00,11437000000.0,,-1882646.0,-1311034798.0,,-1931845.0,9000000000.0,,-75.31,sec_edgar:companyfacts
LIN,us,2018-03-31,2019-05-10T00:00:00,2999000000.0,,462000000.0,,,,,,1.59,sec_edgar:companyfacts
LIN,us,2018-06-30,2019-08-09T00:00:00,3061000000.0,,480000000.0,,,,,,3.24,sec_edgar:companyfacts
LIN,us,2018-09-30,2019-11-12T00:00:00,3024000000.0,,-9397039.0,-1060789805.0,,-11151516.0,,,-375.88,sec_edgar:companyfacts
LIN,us,2018-12-31,2020-03-02T00:00:00,14900000000.0,,4381000000.0,,,51596000000.0,15296000000.0,547241630.0,13.11,sec_edgar:companyfacts
LIN,us,2019-03-31,2019-05-10T00:00:00,6944000000.0,,517000000.0,,,51175000000.0,14146000000.0,,0.94,sec_edgar:companyfacts
LIN,us,2019-06-30,2019-08-09T00:00:00,14148000000.0,,1039000000.0,,,50564000000.0,13957000000.0,,1.9,sec_edgar:companyfacts
LIN,us,2019-09-30,2019-11-12T00:00:00,21148000000.0,,1774000000.0,,,48953000000.0,13201000000.0,,3.25,sec_edgar:companyfacts
LIN,us,2019-12-31,2020-03-02T00:00:00,28228000000.0,,2285000000.0,,,49074000000.0,13956000000.0,534380544.0,4.19,sec_edgar:companyfacts
LIN,us,2020-03-31,2021-05-06T00:00:00,6739000000.0,,573000000.0,544000000.0,,44776000000.0,16875000000.0,,1.07,sec_edgar:companyfacts
LIN,us,2020-06-30,2021-07-30T00:00:00,13116000000.0,,1031000000.0,1525000000.0,,45537000000.0,17480000000.0,,1.93,sec_edgar:companyfacts
LIN,us,2020-09-30,2021-10-29T00:00:00,19971000000.0,,1731000000.0,2622000000.0,,46175000000.0,17803000000.0,,3.26,sec_edgar:companyfacts
LIN,us,2020-12-31,2023-02-28T00:00:00,27243000000.0,,2501000000.0,4029000000.0,,47317000000.0,16154000000.0,523294529.0,4.71,sec_edgar:companyfacts
LIN,us,2021-03-31,2021-05-06T00:00:00,7243000000.0,,980000000.0,1347000000.0,,46210000000.0,15750000000.0,,1.86,sec_edgar:companyfacts
LIN,us,2021-06-30,2021-07-30T00:00:00,14827000000.0,,1821000000.0,2430000000.0,,45777000000.0,15492000000.0,,3.46,sec_edgar:companyfacts
LIN,us,2021-09-30,2021-10-29T00:00:00,22495000000.0,,2800000000.0,4245000000.0,,44323000000.0,16727000000.0,,5.35,sec_edgar:companyfacts
LIN,us,2021-12-31,2023-02-28T00:00:00,30793000000.0,,3826000000.0,6639000000.0,,44035000000.0,14207000000.0,508680879.0,7.33,sec_edgar:companyfacts
LIN,us,2022-03-31,2022-05-02T00:00:00,8211000000.0,,1174000000.0,1351000000.0,,42963000000.0,16456000000.0,,2.3,sec_edgar:companyfacts
LIN,us,2022-06-30,2022-07-28T00:00:00,16668000000.0,,1546000000.0,2658000000.0,,39674000000.0,16043000000.0,,3.04,sec_edgar:companyfacts
LIN,us,2022-09-30,2022-10-27T00:00:00,25465000000.0,,2819000000.0,4532000000.0,,37628000000.0,15338000000.0,,5.57,sec_edgar:companyfacts
LIN,us,2022-12-31,2023-02-28T00:00:00,33364000000.0,,4147000000.0,5691000000.0,,40028000000.0,17914000000.0,,8.23,sec_edgar:companyfacts
LIN,us,2023-03-31,2023-04-27T00:00:00,8193000000.0,,1516000000.0,1079000000.0,,39970000000.0,18777000000.0,,3.06,sec_edgar:companyfacts
LIN,us,2023-06-30,2023-07-27T00:00:00,16397000000.0,,3091000000.0,2370000000.0,,39911000000.0,17490000000.0,,6.25,sec_edgar:companyfacts
LIN,us,2023-09-30,2023-10-26T00:00:00,24552000000.0,,4656000000.0,3942000000.0,,38898000000.0,18003000000.0,,9.43,sec_edgar:companyfacts
LIN,us,2023-12-31,2024-02-28T00:00:00,32854000000.0,,6199000000.0,5518000000.0,,39720000000.0,19373000000.0,,12.59,sec_edgar:companyfacts
LIN,us,2024-03-31,2024-05-02T00:00:00,8100000000.0,,1627000000.0,906000000.0,,38829000000.0,20319000000.0,,3.35,sec_edgar:companyfacts
LIN,us,2024-06-30,2024-08-02T00:00:00,16367000000.0,,3290000000.0,1702000000.0,,38179000000.0,21518000000.0,,6.79,sec_edgar:companyfacts
LIN,us,2024-09-30,2024-10-31T00:00:00,24723000000.0,,4840000000.0,3367000000.0,,39173000000.0,22262000000.0,,10.02,sec_edgar:companyfacts
LIN,us,2024-12-31,2025-02-26T00:00:00,33005000000.0,,6565000000.0,4926000000.0,,38092000000.0,21623000000.0,,13.62,sec_edgar:companyfacts
LIN,us,2025-03-31,2025-05-01T00:00:00,8112000000.0,,1673000000.0,891000000.0,,38032000000.0,23897000000.0,,3.51,sec_edgar:companyfacts
LIN,us,2025-06-30,2025-08-01T00:00:00,16607000000.0,,3439000000.0,1845000000.0,,38515000000.0,25920000000.0,,7.24,sec_edgar:companyfacts
LIN,us,2025-09-30,2025-10-31T00:00:00,25222000000.0,,5368000000.0,3517000000.0,,38616000000.0,25925000000.0,,11.34,sec_edgar:companyfacts
LIN,us,2025-12-31,2026-02-25T00:00:00,33986000000.0,,6898000000.0,5089000000.0,,38245000000.0,26989000000.0,,14.61,sec_edgar:companyfacts
LIN,us,2026-03-31,2026-05-01T00:00:00,8781000000.0,,1857000000.0,898000000.0,,38566000000.0,26317000000.0,,3.98,sec_edgar:companyfacts
LLY,us,2007-12-31,2010-02-22T00:00:00,18633500000.0,,2953000000.0,,,,,,,sec_edgar:companyfacts
LLY,us,2008-06-30,2009-07-31T00:00:00,9958000000.0,,2023100000.0,,,,,,,sec_edgar:companyfacts
LLY,us,2008-09-30,2009-10-30T00:00:00,15167500000.0,,1557500000.0,,,,,,,sec_edgar:companyfacts
LLY,us,2008-12-31,2011-02-22T00:00:00,20371900000.0,,-2071900000.0,,,,5846300000.0,,-1.89,sec_edgar:companyfacts
LLY,us,2009-03-31,2010-04-30T00:00:00,5047000000.0,,1313100000.0,,,,,,,sec_edgar:companyfacts
LLY,us,2009-06-30,2009-07-31T00:00:00,10339800000.0,,2471600000.0,,,,1034900000.0,,,sec_edgar:companyfacts
LLY,us,2009-09-30,2009-10-30T00:00:00,15901800000.0,,3413400000.0,,,,622500000.0,,,sec_edgar:companyfacts
LLY,us,2009-12-31,2011-02-22T00:00:00,21836000000.0,,4328800000.0,,,,6682400000.0,,3.94,sec_edgar:companyfacts
LLY,us,2010-03-31,2010-04-30T00:00:00,5485500000.0,,1248100000.0,,,,20100000.0,,,sec_edgar:companyfacts
LLY,us,2010-06-30,2010-08-02T00:00:00,11234200000.0,,2597000000.0,,,,26700000.0,,,sec_edgar:companyfacts
LLY,us,2010-09-30,2010-10-29T00:00:00,16889000000.0,,3899900000.0,,,,155100000.0,,,sec_edgar:companyfacts
LLY,us,2010-12-31,2014-02-19T00:00:00,23076000000.0,,5069500000.0,,,12420300000.0,6944700000.0,,4.58,sec_edgar:companyfacts
LLY,us,2011-03-31,2011-04-29T00:00:00,5839200000.0,,1055900000.0,,,,1539900000.0,,,sec_edgar:companyfacts
LLY,us,2011-06-30,2011-07-29T00:00:00,12092000000.0,,2253200000.0,,,,1528500000.0,,,sec_edgar:companyfacts
LLY,us,2011-09-30,2011-10-28T00:00:00,18239900000.0,,3489500000.0,,,,1628700000.0,,,sec_edgar:companyfacts
LLY,us,2011-12-31,2014-02-19T00:00:00,24286500000.0,,4347700000.0,,,13541700000.0,8503800000.0,,3.9,sec_edgar:companyfacts
LLY,us,2012-03-31,2014-02-19T00:00:00,5602000000.0,,1011100000.0,,,,10600000.0,,0.91,sec_edgar:companyfacts
LLY,us,2012-06-30,2013-07-26T00:00:00,11202700000.0,,1934700000.0,,,,9100000.0,,1.73,sec_edgar:companyfacts
LLY,us,2012-09-30,2013-10-30T00:00:00,16646000000.0,,3261300000.0,,,,9100000.0,,2.92,sec_edgar:companyfacts
LLY,us,2012-12-31,2014-02-19T00:00:00,22603400000.0,,4088600000.0,,,14765200000.0,5543200000.0,,3.66,sec_edgar:companyfacts
LLY,us,2013-03-31,2014-02-19T00:00:00,5602000000.0,,1548000000.0,,,,1028000000.0,,1.42,sec_edgar:companyfacts
LLY,us,2013-06-30,2013-07-26T00:00:00,11531700000.0,,2754200000.0,,,,1023200000.0,,2.53,sec_edgar:companyfacts
LLY,us,2013-09-30,2013-10-30T00:00:00,17304300000.0,,3957300000.0,,,,1000000000.0,,3.64,sec_edgar:companyfacts
LLY,us,2013-12-31,2014-02-19T00:00:00,23113100000.0,,4684800000.0,,,17631400000.0,6225500000.0,,4.32,sec_edgar:companyfacts
LLY,us,2014-03-31,2014-04-28T00:00:00,4683100000.0,,727900000.0,,,18338100000.0,1000000000.0,,0.68,sec_edgar:companyfacts
LLY,us,2014-06-30,2014-07-28T00:00:00,9618700000.0,,1461400000.0,,,17983700000.0,,,1.36,sec_edgar:companyfacts
LLY,us,2014-09-30,2014-10-29T00:00:00,14494300000.0,,1962000000.0,,,17669300000.0,,,1.82,sec_edgar:companyfacts
LLY,us,2014-12-31,2015-02-19T00:00:00,19615600000.0,,2390500000.0,,,15373200000.0,,,2.23,sec_edgar:companyfacts
LLY,us,2015-03-31,2015-04-30T00:00:00,4644700000.0,,529500000.0,,,14919800000.0,,,0.5,sec_edgar:companyfacts
LLY,us,2015-06-30,2015-07-30T00:00:00,9623400000.0,,1130300000.0,,,14670300000.0,,,1.06,sec_edgar:companyfacts
LLY,us,2015-09-30,2015-10-30T00:00:00,14583100000.0,,1930000000.0,,,15221400000.0,,,1.81,sec_edgar:companyfacts
LLY,us,2015-12-31,2016-02-19T00:00:00,19958700000.0,,2408400000.0,,,14571300000.0,7978500000.0,,2.26,sec_edgar:companyfacts
LLY,us,2016-03-31,2016-04-29T00:00:00,4865100000.0,,440100000.0,,,15009900000.0,,,0.41,sec_edgar:companyfacts
LLY,us,2016-06-30,2016-07-28T00:00:00,10269900000.0,,1187800000.0,,,14637300000.0,,,1.12,sec_edgar:companyfacts
LLY,us,2016-09-30,2016-10-28T00:00:00,15461600000.0,,1965800000.0,,,15589200000.0,,,1.85,sec_edgar:companyfacts
LLY,us,2016-12-31,2017-02-21T00:00:00,21222100000.0,,2737600000.0,,,14007700000.0,9005900000.0,,2.58,sec_edgar:companyfacts
LLY,us,2017-03-31,2017-05-01T00:00:00,5228300000.0,,-110800000.0,,,14031000000.0,,,-0.1,sec_edgar:companyfacts
LLY,us,2017-06-30,2017-07-28T00:00:00,11052600000.0,,897200000.0,,,14100800000.0,,,0.85,sec_edgar:companyfacts
LLY,us,2017-09-30,2017-10-27T00:00:00,16710600000.0,,1452800000.0,,,14890300000.0,,,1.37,sec_edgar:companyfacts
LLY,us,2017-12-31,2018-02-20T00:00:00,22871300000.0,,-204100000.0,,,11592200000.0,,,-0.19,sec_edgar:companyfacts
LLY,us,2018-03-31,2018-04-27T00:00:00,5700000000.0,,1217400000.0,,,14527000000.0,,,1.16,sec_edgar:companyfacts
LLY,us,2018-06-30,2018-07-25T00:00:00,12055200000.0,,957500000.0,,,11555200000.0,,,0.92,sec_edgar:companyfacts
LLY,us,2018-09-30,2019-10-25T00:00:00,18117100000.0,,2107000000.0,3259500000.0,,13076600000.0,,,2.03,sec_edgar:companyfacts
LLY,us,2018-12-31,2019-02-19T00:00:00,24555700000.0,,3232000000.0,,,9828700000.0,,,3.13,sec_edgar:companyfacts
LLY,us,2019-03-31,2020-05-01T00:00:00,5092200000.0,,4241600000.0,107600000.0,,2480300000.0,,,4.31,sec_edgar:companyfacts
LLY,us,2019-06-30,2020-07-31T00:00:00,10728900000.0,,5568800000.0,918800000.0,,2780500000.0,,,5.84,sec_edgar:companyfacts
LLY,us,2019-09-30,2019-10-25T00:00:00,16205500000.0,,6822700000.0,2165500000.0,,3382500000.0,,,7.24,sec_edgar:companyfacts
LLY,us,2019-12-31,2020-02-19T00:00:00,22319500000.0,,8318400000.0,,,2606900000.0,13638500000.0,,8.89,sec_edgar:companyfacts
LLY,us,2020-03-31,2020-05-01T00:00:00,5859800000.0,,1456500000.0,124100000.0,,3078800000.0,,,1.6,sec_edgar:companyfacts
LLY,us,2020-06-30,2020-07-31T00:00:00,11359200000.0,,2868500000.0,2337700000.0,,4092900000.0,,,3.15,sec_edgar:companyfacts
LLY,us,2020-09-30,2020-10-28T00:00:00,17099800000.0,,4076900000.0,3751200000.0,,4826900000.0,,,4.47,sec_edgar:companyfacts
LLY,us,2020-12-31,2021-02-17T00:00:00,24539800000.0,,6193700000.0,,,5641600000.0,16348700000.0,,6.79,sec_edgar:companyfacts
LLY,us,2021-03-31,2021-04-30T00:00:00,6805600000.0,,1355300000.0,1397100000.0,,6898700000.0,,,1.49,sec_edgar:companyfacts
LLY,us,2021-06-30,2021-08-03T00:00:00,13545700000.0,,2745500000.0,2791300000.0,,6444400000.0,,,3.01,sec_edgar:companyfacts
LLY,us,2021-09-30,2021-10-27T00:00:00,20318500000.0,,3855600000.0,4085800000.0,,7757000000.0,,,4.23,sec_edgar:companyfacts
LLY,us,2021-12-31,2022-02-23T00:00:00,28318400000.0,,5581700000.0,,,8979200000.0,16741200000.0,,6.12,sec_edgar:companyfacts
LLY,us,2022-03-31,2022-04-29T00:00:00,7810000000.0,,1902900000.0,2133800000.0,,9330800000.0,,,2.1,sec_edgar:companyfacts
LLY,us,2022-06-30,2022-08-04T00:00:00,14298000000.0,,2855400000.0,2583500000.0,,8544700000.0,,,3.16,sec_edgar:companyfacts
LLY,us,2022-09-30,2022-11-01T00:00:00,21239600000.0,,4307100000.0,4151100000.0,,10070100000.0,,,4.76,sec_edgar:companyfacts
LLY,us,2022-12-31,2023-02-22T00:00:00,28541400000.0,,6244800000.0,,,10649800000.0,14815300000.0,,6.9,sec_edgar:companyfacts
LLY,us,2023-03-31,2023-04-27T00:00:00,6960000000.0,,1344900000.0,,,11190400000.0,,,1.49,sec_edgar:companyfacts
LLY,us,2023-06-30,2023-08-08T00:00:00,15272100000.0,,3108100000.0,,,11063800000.0,,,3.44,sec_edgar:companyfacts
LLY,us,2023-09-30,2023-11-02T00:00:00,24770700000.0,,3050700000.0,,,11220400000.0,,,3.38,sec_edgar:companyfacts
LLY,us,2023-12-31,2024-02-21T00:00:00,34124100000.0,,5240400000.0,,,10771900000.0,19104600000.0,,5.8,sec_edgar:companyfacts
LLY,us,2024-03-31,2024-04-30T00:00:00,8768000000.0,,2242900000.0,,,12812200000.0,,,2.48,sec_edgar:companyfacts
LLY,us,2024-06-30,2024-08-08T00:00:00,20070800000.0,,5209900000.0,,,13562000000.0,,,5.76,sec_edgar:companyfacts
LLY,us,2024-09-30,2024-10-30T00:00:00,31509900000.0,,6180200000.0,,,14240000000.0,,,6.83,sec_edgar:companyfacts
LLY,us,2024-12-31,2025-02-19T00:00:00,45042700000.0,,10590000000.0,,,14192100000.0,29474000000.0,,11.71,sec_edgar:companyfacts
LLY,us,2025-03-31,2025-05-01T00:00:00,12728500000.0,,2759300000.0,,,15764800000.0,,,3.06,sec_edgar:companyfacts
LLY,us,2025-06-30,2025-08-07T00:00:00,28286200000.0,,8419800000.0,,,18272900000.0,,,9.35,sec_edgar:companyfacts
LLY,us,2025-09-30,2025-10-30T00:00:00,45887000000.0,,14002300000.0,,,23793300000.0,,,15.56,sec_edgar:companyfacts
LLY,us,2025-12-31,2026-02-12T00:00:00,65179000000.0,,20640000000.0,,,26535000000.0,,,22.95,sec_edgar:companyfacts
LLY,us,2026-03-31,2026-04-30T00:00:00,19799000000.0,,7396000000.0,,,31198000000.0,,,8.26,sec_edgar:companyfacts
LMT,us,2006-12-31,2010-02-25T00:00:00,,,,,,6884000000.0,,,,sec_edgar:companyfacts
LMT,us,2007-12-31,2010-02-25T00:00:00,,,3033000000.0,3298000000.0,,9805000000.0,,,7.1,sec_edgar:companyfacts
LMT,us,2008-06-29,2009-07-22T00:00:00,,,1612000000.0,2094000000.0,,,,,3.9,sec_edgar:companyfacts
LMT,us,2008-09-28,2009-10-23T00:00:00,,,2394000000.0,2921000000.0,,,,,5.82,sec_edgar:companyfacts
LMT,us,2008-12-31,2010-02-25T00:00:00,,,3217000000.0,3495000000.0,,2865000000.0,,,7.86,sec_edgar:companyfacts
LMT,us,2009-03-29,2010-04-21T00:00:00,,,666000000.0,1086000000.0,,,,,1.68,sec_edgar:companyfacts
LMT,us,2009-03-31,2011-02-25T00:00:00,,,666000000.0,,,,,,1.68,sec_edgar:companyfacts
LMT,us,2009-06-28,2009-07-22T00:00:00,,,1400000000.0,2055000000.0,,2820000000.0,,,3.55,sec_edgar:companyfacts
LMT,us,2009-06-30,2011-02-25T00:00:00,,,734000000.0,,,,,,1.88,sec_edgar:companyfacts
LMT,us,2009-09-27,2009-10-23T00:00:00,,,2197000000.0,3297000000.0,,3140000000.0,,,5.61,sec_edgar:companyfacts
LMT,us,2009-09-30,2011-02-25T00:00:00,,,797000000.0,,,,,,2.07,sec_edgar:companyfacts
LMT,us,2009-12-31,2010-02-25T00:00:00,,,3024000000.0,2321000000.0,,4129000000.0,5052000000.0,,7.78,sec_edgar:companyfacts
LMT,us,2010-03-28,2010-04-21T00:00:00,,,547000000.0,1557000000.0,,4028000000.0,,,1.45,sec_edgar:companyfacts
LMT,us,2010-03-31,2011-02-25T00:00:00,,,547000000.0,,,,,,1.45,sec_edgar:companyfacts
LMT,us,2010-06-27,2010-07-29T00:00:00,,,1372000000.0,2651000000.0,,3734000000.0,,,3.66,sec_edgar:companyfacts
LMT,us,2010-06-30,2011-02-25T00:00:00,,,825000000.0,,,,,,2.22,sec_edgar:companyfacts
LMT,us,2010-09-26,2010-10-21T00:00:00,,,1943000000.0,2993000000.0,,3918000000.0,,,5.23,sec_edgar:companyfacts
LMT,us,2010-09-30,2011-02-25T00:00:00,,,571000000.0,,,,,,1.57,sec_edgar:companyfacts
LMT,us,2010-12-31,2011-02-25T00:00:00,,,2926000000.0,2727000000.0,,3708000000.0,5019000000.0,346000000.0,7.94,sec_edgar:companyfacts
LMT,us,2011-03-27,2011-04-27T00:00:00,,,530000000.0,1589000000.0,,3791000000.0,,,1.5,sec_edgar:companyfacts
LMT,us,2011-06-26,2011-07-27T00:00:00,,,1272000000.0,2285000000.0,,3288000000.0,,,3.64,sec_edgar:companyfacts
LMT,us,2011-09-25,2011-10-27T00:00:00,,,1972000000.0,2595000000.0,,2943000000.0,,,5.73,sec_edgar:companyfacts
LMT,us,2011-12-31,2012-02-23T00:00:00,,,2655000000.0,3439000000.0,,1001000000.0,6460000000.0,,7.81,sec_edgar:companyfacts
LMT,us,2012-03-25,2012-04-26T00:00:00,,,668000000.0,327000000.0,,1573000000.0,,,2.03,sec_edgar:companyfacts
LMT,us,2012-06-24,2012-07-25T00:00:00,,,1449000000.0,997000000.0,,2204000000.0,,,4.41,sec_edgar:companyfacts
LMT,us,2012-09-30,2012-10-25T00:00:00,,,2176000000.0,2362000000.0,,2442000000.0,,,6.62,sec_edgar:companyfacts
LMT,us,2012-12-31,2013-02-28T00:00:00,,,2745000000.0,619000000.0,,39000000.0,6308000000.0,321000000.0,8.36,sec_edgar:companyfacts
LMT,us,2013-03-31,2013-04-25T00:00:00,,,761000000.0,1979000000.0,,304000000.0,,,2.33,sec_edgar:companyfacts
LMT,us,2013-06-30,2013-07-24T00:00:00,,,1620000000.0,2426000000.0,,694000000.0,,,4.97,sec_edgar:companyfacts
LMT,us,2013-09-29,2013-10-25T00:00:00,,,2493000000.0,3117000000.0,,1277000000.0,,,7.63,sec_edgar:companyfacts
LMT,us,2013-12-31,2014-02-14T00:00:00,,,2981000000.0,,,4918000000.0,6152000000.0,319000000.0,9.13,sec_edgar:companyfacts
