symbol,date,close
SPY,2010-04-19,90.0140380859375
SPY,2010-04-20,90.81790924072266
SPY,2010-04-21,90.65266418457031
SPY,2010-04-22,90.9231185913086
SPY,2010-04-23,91.51666259765625
SPY,2010-04-26,91.17105102539062
SPY,2010-04-27,89.01478576660156
SPY,2010-04-28,89.69100189208984
SPY,2010-04-29,90.80290222167969
SPY,2010-04-30,89.26273345947266
SPY,2010-05-03,90.41974639892578
SPY,2010-05-04,88.29356384277344
SPY,2010-05-05,87.76760864257812
SPY,2010-05-06,84.85257720947266
SPY,2010-05-07,83.59036254882812
SPY,2010-05-10,87.27178955078125
SPY,2010-05-11,87.0238265991211
SPY,2010-05-12,88.240966796875
SPY,2010-05-13,87.14405059814453
SPY,2010-05-14,85.5663070678711
SPY,2010-05-17,85.61138916015625
SPY,2010-05-18,84.44686889648438
SPY,2010-05-19,83.96601104736328
SPY,2010-05-20,80.79552459716797
SPY,2010-05-21,81.97506713867188
SPY,2010-05-24,80.9232177734375
SPY,2010-05-25,81.00585174560547
SPY,2010-05-26,80.51749420166016
SPY,2010-05-27,83.21469116210938
SPY,2010-05-28,82.17041778564453
SPY,2010-06-01,80.7879867553711
SPY,2010-06-02,82.89166259765625
SPY,2010-06-03,83.1771469116211
SPY,2010-06-04,80.25458526611328
SPY,2010-06-07,79.25533294677734
SPY,2010-06-08,80.10431671142578
SPY,2010-06-09,79.67605590820312
SPY,2010-06-10,82.00511169433594
SPY,2010-06-11,82.4033203125
SPY,2010-06-14,82.27556610107422
SPY,2010-06-15,84.14633178710938
SPY,2010-06-16,84.11627197265625
SPY,2010-06-17,84.25153350830078
SPY,2010-06-18,84.34281921386719
SPY,2010-06-21,84.1012954711914
SPY,2010-06-22,82.71231079101562
SPY,2010-06-23,82.45567321777344
SPY,2010-06-24,81.08930969238281
SPY,2010-06-25,81.4290542602539
SPY,2010-06-28,81.17237854003906
SPY,2010-06-29,78.66615295410156
SPY,2010-06-30,77.9188232421875
SPY,2010-07-01,77.57158660888672
SPY,2010-07-02,77.14884185791016
SPY,2010-07-06,77.65460205078125
SPY,2010-07-07,80.10041809082031
SPY,2010-07-08,80.89306640625
SPY,2010-07-09,81.49695587158203
SPY,2010-07-12,81.54981994628906
SPY,2010-07-13,82.78028106689453
SPY,2010-07-14,82.77271270751953
SPY,2010-07-15,82.79535675048828
SPY,2010-07-16,80.51561737060547
SPY,2010-07-19,80.99117279052734
SPY,2010-07-20,81.88951873779297
SPY,2010-07-21,80.82510375976562
SPY,2010-07-22,82.6292953491211
SPY,2010-07-23,83.34642791748047
SPY,2010-07-26,84.21454620361328
SPY,2010-07-27,84.20697021484375
SPY,2010-07-28,83.66342163085938
SPY,2010-07-29,83.25582885742188
SPY,2010-07-30,83.24073028564453
SPY,2010-08-02,85.12037658691406
SPY,2010-08-03,84.71273803710938
SPY,2010-08-04,85.27893829345703
SPY,2010-08-05,85.1883316040039
SPY,2010-08-06,84.8410873413086
SPY,2010-08-09,85.29401397705078
SPY,2010-08-10,84.83354949951172
SPY,2010-08-11,82.50849914550781
SPY,2010-08-12,82.0027084350586
SPY,2010-08-13,81.76116180419922
SPY,2010-08-16,81.72344970703125
SPY,2010-08-17,82.7274169921875
SPY,2010-08-18,82.87837982177734
SPY,2010-08-19,81.43653869628906
SPY,2010-08-20,81.17237854003906
SPY,2010-08-23,80.86285400390625
SPY,2010-08-24,79.66258239746094
SPY,2010-08-25,79.97212219238281
SPY,2010-08-26,79.43607330322266
SPY,2010-08-27,80.66661834716797
SPY,2010-08-30,79.49651336669922
SPY,2010-08-31,79.49651336669922
SPY,2010-09-01,81.87438201904297
SPY,2010-09-02,82.63681030273438
SPY,2010-09-03,83.70875549316406
SPY,2010-09-07,82.7651596069336
SPY,2010-09-08,83.34642791748047
SPY,2010-09-09,83.7314224243164
SPY,2010-09-10,84.15415954589844
SPY,2010-09-13,85.09019470214844
SPY,2010-09-14,85.03732299804688
SPY,2010-09-15,85.3619155883789
SPY,2010-09-16,85.33931732177734
SPY,2010-09-17,85.37118530273438
SPY,2010-09-20,86.67654418945312
SPY,2010-09-21,86.5019760131836
SPY,2010-09-22,86.07698059082031
SPY,2010-09-23,85.3787612915039
SPY,2010-09-24,87.13945007324219
SPY,2010-09-27,86.7220458984375
SPY,2010-09-28,87.025634765625
SPY,2010-09-29,86.87382507324219
SPY,2010-09-30,86.6158218383789
SPY,2010-10-01,86.98009490966797
SPY,2010-10-04,86.3274154663086
SPY,2010-10-05,88.06536102294922
SPY,2010-10-06,88.0577621459961
SPY,2010-10-07,87.9515151977539
SPY,2010-10-08,88.44481658935547
SPY,2010-10-11,88.52830505371094
SPY,2010-10-12,88.80152130126953
SPY,2010-10-13,89.49211883544922
SPY,2010-10-14,89.14302062988281
SPY,2010-10-15,89.32512664794922
SPY,2010-10-18,89.76533508300781
SPY,2010-10-19,88.58902740478516
SPY,2010-10-20,89.45418548583984
SPY,2010-10-21,89.65147399902344
SPY,2010-10-22,89.81845092773438
SPY,2010-10-25,90.08409881591797
SPY,2010-10-26,90.09925079345703
SPY,2010-10-27,89.84124755859375
SPY,2010-10-28,89.85640716552734
SPY,2010-10-29,89.92471313476562
SPY,2010-11-01,89.95509338378906
SPY,2010-11-02,90.66844940185547
SPY,2010-11-03,91.0327377319336
SPY,2010-11-04,92.78583526611328
SPY,2010-11-05,93.13497161865234
SPY,2010-11-08,92.96041107177734
SPY,2010-11-09,92.29253387451172
SPY,2010-11-10,92.6644058227539
SPY,2010-11-11,92.31531524658203
SPY,2010-11-12,91.22245025634766
SPY,2010-11-15,91.09343719482422
SPY,2010-11-16,89.67427825927734
SPY,2010-11-17,89.71980285644531
SPY,2010-11-18,91.04032897949219
SPY,2010-11-19,91.29076385498047
SPY,2010-11-22,91.21488189697266
SPY,2010-11-23,89.89434814453125
SPY,2010-11-24,91.22245025634766
SPY,2010-11-26,90.15998077392578
SPY,2010-11-29,90.4332046508789
SPY,2010-11-30,89.92471313476562
SPY,2010-12-01,91.83719635009766
SPY,2010-12-02,93.01351928710938
SPY,2010-12-03,93.26394653320312
SPY,2010-12-06,93.1653060913086
SPY,2010-12-07,93.21843719482422
SPY,2010-12-08,93.55996704101562
SPY,2010-12-09,93.92422485351562
SPY,2010-12-10,94.47067260742188
SPY,2010-12-13,94.53133392333984
SPY,2010-12-14,94.61483764648438
SPY,2010-12-15,94.18228149414062
SPY,2010-12-16,94.72870635986328
SPY,2010-12-17,94.8301773071289
SPY,2010-12-20,95.0590591430664
SPY,2010-12-21,95.66172790527344
SPY,2010-12-22,95.95928192138672
SPY,2010-12-23,95.82193756103516
SPY,2010-12-27,95.86009216308594
SPY,2010-12-28,95.99742889404297
SPY,2010-12-29,96.06607818603516
SPY,2010-12-30,95.91350555419922
SPY,2010-12-31,95.93639373779297
SPY,2011-01-03,96.92818450927734
SPY,2011-01-04,96.87478637695312
SPY,2011-01-05,97.37830352783203
SPY,2011-01-06,97.18754577636719
SPY,2011-01-07,96.99684143066406
SPY,2011-01-10,96.87478637695312
SPY,2011-01-11,97.21806335449219
SPY,2011-01-12,98.09542846679688
SPY,2011-01-13,97.93522644042969
SPY,2011-01-14,98.64473724365234
SPY,2011-01-18,98.81257629394531
SPY,2011-01-19,97.84365844726562
SPY,2011-01-20,97.71397399902344
SPY,2011-01-21,97.93522644042969
SPY,2011-01-24,98.49215698242188
SPY,2011-01-25,98.54553985595703
SPY,2011-01-26,98.92700958251953
SPY,2011-01-27,99.17115020751953
SPY,2011-01-28,97.43932342529297
SPY,2011-01-31,98.17168426513672
SPY,2011-02-01,99.74332427978516
SPY,2011-02-02,99.55261993408203
SPY,2011-02-03,99.77384185791016
SPY,2011-02-04,100.0561294555664
SPY,2011-02-07,100.68170166015625
SPY,2011-02-08,101.13946533203125
SPY,2011-02-09,100.91055297851562
SPY,2011-02-10,100.94871520996094
SPY,2011-02-11,101.55143737792969
SPY,2011-02-14,101.79557037353516
SPY,2011-02-15,101.47511291503906
SPY,2011-02-16,102.1159896850586
SPY,2011-02-17,102.42115783691406
SPY,2011-02-18,102.63475799560547
SPY,2011-02-22,100.57487487792969
SPY,2011-02-23,99.95695495605469
SPY,2011-02-24,99.8882827758789
SPY,2011-02-25,100.95636749267578
SPY,2011-02-28,101.58190155029297
SPY,2011-03-01,99.8882827758789
SPY,2011-03-02,100.10192108154297
SPY,2011-03-03,101.82608032226562
SPY,2011-03-04,101.0631103515625
SPY,2011-03-07,100.26972961425781
SPY,2011-03-08,101.14707946777344
SPY,2011-03-09,101.00212860107422
SPY,2011-03-10,99.13301086425781
SPY,2011-03-11,99.81962585449219
SPY,2011-03-14,99.2169189453125
SPY,2011-03-15,98.0801773071289
SPY,2011-03-16,96.26445007324219
SPY,2011-03-17,97.53849029541016
SPY,2011-03-18,97.8932876586914
SPY,2011-03-21,99.4104232788086
SPY,2011-03-22,99.06561279296875
SPY,2011-03-23,99.34912872314453
SPY,2011-03-24,100.29922485351562
SPY,2011-03-25,100.60570526123047
SPY,2011-03-28,100.36052703857422
SPY,2011-03-29,101.03478240966797
SPY,2011-03-30,101.73207092285156
SPY,2011-03-31,101.59416198730469
SPY,2011-04-01,102.023193359375
SPY,2011-04-04,102.1075210571289
SPY,2011-04-05,102.09219360351562
SPY,2011-04-06,102.41403198242188
SPY,2011-04-07,102.15349578857422
SPY,2011-04-08,101.80103302001953
SPY,2011-04-11,101.49452209472656
SPY,2011-04-12,100.7359619140625
SPY,2011-04-13,100.72832489013672
SPY,2011-04-14,100.80493927001953
SPY,2011-04-15,101.17271423339844
SPY,2011-04-18,100.03866577148438
SPY,2011-04-19,100.61336517333984
SPY,2011-04-20,101.98492431640625
SPY,2011-04-21,102.5059585571289
SPY,2011-04-25,102.39867401123047
SPY,2011-04-26,103.27984619140625
SPY,2011-04-27,103.9541244506836
SPY,2011-04-28,104.29129028320312
SPY,2011-04-29,104.5364761352539
SPY,2011-05-02,104.37554931640625
SPY,2011-05-03,104.00009155273438
SPY,2011-05-04,103.31047058105469
SPY,2011-05-05,102.37569427490234
SPY,2011-05-06,102.82777404785156
SPY,2011-05-09,103.22622680664062
SPY,2011-05-10,104.10739135742188
SPY,2011-05-11,103.01168060302734
SPY,2011-05-12,103.50208282470703
SPY,2011-05-13,102.70518493652344
SPY,2011-05-16,102.05386352539062
SPY,2011-05-17,102.03854370117188
SPY,2011-05-18,102.95040893554688
SPY,2011-05-19,103.19558715820312
SPY,2011-05-20,102.37569427490234
SPY,2011-05-23,101.18802642822266
SPY,2011-05-24,101.103759765625
SPY,2011-05-25,101.44090270996094
SPY,2011-05-26,101.90829467773438
SPY,2011-05-27,102.29902648925781
SPY,2011-05-31,103.3641128540039
SPY,2011-06-01,101.04247283935547
SPY,2011-06-02,100.93517303466797
SPY,2011-06-03,99.93144989013672
SPY,2011-06-06,98.87401580810547
SPY,2011-06-07,98.81272888183594
SPY,2011-06-08,98.39895629882812
SPY,2011-06-09,99.14985656738281
SPY,2011-06-10,97.7706527709961
SPY,2011-06-13,97.84729766845703
SPY,2011-06-14,99.0886001586914
SPY,2011-06-15,97.3262710571289
SPY,2011-06-16,97.54080200195312
SPY,2011-06-17,97.83187866210938
SPY,2011-06-20,98.3323974609375
SPY,2011-06-21,99.67992401123047
SPY,2011-06-22,99.07931518554688
SPY,2011-06-23,98.79437255859375
SPY,2011-06-24,97.64704132080078
SPY,2011-06-27,98.51716613769531
SPY,2011-06-28,99.80311584472656
SPY,2011-06-29,100.65786743164062
SPY,2011-06-30,101.62040710449219
SPY,2011-07-01,103.12193298339844
SPY,2011-07-05,103.0372543334961
SPY,2011-07-06,103.16047668457031
SPY,2011-07-07,104.2308120727539
SPY,2011-07-08,103.4915771484375
SPY,2011-07-11,101.62040710449219
SPY,2011-07-12,101.18150329589844
SPY,2011-07-13,101.52030944824219
SPY,2011-07-14,100.81959533691406
SPY,2011-07-15,101.40479278564453
SPY,2011-07-18,100.57317352294922
SPY,2011-07-19,102.20562744140625
SPY,2011-07-20,102.14404296875
SPY,2011-07-21,103.56088256835938
SPY,2011-07-22,103.63014221191406
SPY,2011-07-25,103.05265045166016
SPY,2011-07-26,102.66763305664062
SPY,2011-07-27,100.56547546386719
SPY,2011-07-28,100.27285766601562
SPY,2011-07-29,99.58750915527344
SPY,2011-08-01,99.16401672363281
SPY,2011-08-02,96.63064575195312
SPY,2011-08-03,97.15425872802734
SPY,2011-08-04,92.6033935546875
SPY,2011-08-05,92.46480560302734
SPY,2011-08-08,86.44318389892578
SPY,2011-08-09,90.46272277832031
SPY,2011-08-10,86.46627044677734
SPY,2011-08-11,90.34720611572266
SPY,2011-08-12,90.95553588867188
SPY,2011-08-15,92.88060760498047
SPY,2011-08-16,92.08748626708984
SPY,2011-08-17,92.14909362792969
SPY,2011-08-18,88.1757583618164
SPY,2011-08-19,86.73580932617188
SPY,2011-08-22,86.80509948730469
SPY,2011-08-23,89.66191864013672
SPY,2011-08-24,90.92472076416016
SPY,2011-08-25,89.53868865966797
SPY,2011-08-26,90.84004211425781
SPY,2011-08-29,93.45042419433594
SPY,2011-08-30,93.69683074951172
SPY,2011-08-31,94.11264038085938
SPY,2011-09-01,93.12702178955078
SPY,2011-09-02,90.74762725830078
SPY,2011-09-06,90.08544158935547
SPY,2011-09-07,92.62650299072266
SPY,2011-09-08,91.66394805908203
SPY,2011-09-09,89.26148986816406
SPY,2011-09-12,89.83898162841797
SPY,2011-09-13,90.66291809082031
SPY,2011-09-14,91.9180679321289
SPY,2011-09-15,93.50432586669922
SPY,2011-09-16,94.05773162841797
SPY,2011-09-19,93.12118530273438
SPY,2011-09-20,93.01280975341797
SPY,2011-09-21,90.2728271484375
SPY,2011-09-22,87.35481262207031
SPY,2011-09-23,87.8811264038086
SPY,2011-09-26,89.97096252441406
SPY,2011-09-27,90.97716522216797
SPY,2011-09-28,89.11955261230469
SPY,2011-09-29,89.82390594482422
SPY,2011-09-30,87.57929992675781
SPY,2011-10-03,85.08695983886719
SPY,2011-10-04,86.95235443115234
SPY,2011-10-05,88.56222534179688
SPY,2011-10-06,90.16448974609375
SPY,2011-10-07,89.5607681274414
SPY,2011-10-10,92.55615234375
SPY,2011-10-11,92.6490249633789
SPY,2011-10-12,93.46173858642578
SPY,2011-10-13,93.27599334716797
SPY,2011-10-14,94.87043762207031
SPY,2011-10-17,93.05926513671875
SPY,2011-10-18,94.87820434570312
SPY,2011-10-19,93.75585174560547
SPY,2011-10-20,94.16610717773438
SPY,2011-10-21,95.9540786743164
SPY,2011-10-24,97.13056945800781
SPY,2011-10-25,95.24198150634766
SPY,2011-10-26,96.20948791503906
SPY,2011-10-27,99.56097412109375
SPY,2011-10-28,99.53775787353516
SPY,2011-10-31,97.13827514648438
SPY,2011-11-01,94.42924499511719
SPY,2011-11-02,95.96953582763672
SPY,2011-11-03,97.71882629394531
SPY,2011-11-04,97.12281036376953
SPY,2011-11-07,97.72657012939453
SPY,2011-11-08,98.98043823242188
SPY,2011-11-09,95.32711029052734
SPY,2011-11-10,96.22496032714844
SPY,2011-11-11,98.03618621826172
SPY,2011-11-14,97.1073226928711
SPY,2011-11-15,97.58721923828125
SPY,2011-11-16,96.03921508789062
SPY,2011-11-17,94.514404296875
SPY,2011-11-18,94.41378021240234
SPY,2011-11-21,92.61808013916016
SPY,2011-11-22,92.25428771972656
SPY,2011-11-23,90.2186508178711
SPY,2011-11-25,90.04837799072266
SPY,2011-11-28,92.65677642822266
SPY,2011-11-29,92.91991424560547
SPY,2011-11-30,96.74357604980469
SPY,2011-12-01,96.72806549072266
SPY,2011-12-02,96.64293670654297
SPY,2011-12-05,97.69559478759766
SPY,2011-12-06,97.72657012939453
SPY,2011-12-07,98.09031677246094
SPY,2011-12-08,95.93859100341797
SPY,2011-12-09,97.56403350830078
SPY,2011-12-12,96.13981628417969
SPY,2011-12-13,95.24198150634766
SPY,2011-12-14,94.22801208496094
SPY,2011-12-15,94.568603515625
SPY,2011-12-16,94.70879364013672
SPY,2011-12-19,93.6961898803711
SPY,2011-12-20,96.53145599365234
SPY,2011-12-21,96.7183837890625
SPY,2011-12-22,97.57521057128906
SPY,2011-12-23,98.44758605957031
SPY,2011-12-27,98.5254898071289
SPY,2011-12-28,97.23249816894531
SPY,2011-12-29,98.23726654052734
SPY,2011-12-30,97.75435638427734
SPY,2012-01-03,99.31219482421875
SPY,2012-01-04,99.4679946899414
SPY,2012-01-05,99.73280334472656
SPY,2012-01-06,99.47577667236328
SPY,2012-01-09,99.71723175048828
SPY,2012-01-10,100.58186340332031
SPY,2012-01-11,100.63636779785156
SPY,2012-01-12,100.87781524658203
SPY,2012-01-13,100.35595703125
SPY,2012-01-17,100.74542999267578
SPY,2012-01-18,101.8592758178711
SPY,2012-01-19,102.39673614501953
SPY,2012-01-20,102.77838134765625
SPY,2012-01-23,102.51358032226562
SPY,2012-01-24,102.39673614501953
SPY,2012-01-25,103.25354766845703
SPY,2012-01-26,102.72388458251953
SPY,2012-01-27,102.67713928222656
SPY,2012-01-30,102.32659912109375
SPY,2012-01-31,102.28767395019531
SPY,2012-02-01,103.18341827392578
SPY,2012-02-02,103.34701538085938
SPY,2012-02-03,104.79579162597656
SPY,2012-02-06,104.72565460205078
SPY,2012-02-07,104.99053955078125
SPY,2012-02-08,105.30208587646484
SPY,2012-02-09,105.43450927734375
SPY,2012-02-10,104.65560913085938
SPY,2012-02-13,105.43450927734375
SPY,2012-02-14,105.30208587646484
SPY,2012-02-15,104.81139373779297
SPY,2012-02-16,105.97196197509766
SPY,2012-02-17,106.25236511230469
SPY,2012-02-21,106.29912567138672
SPY,2012-02-22,105.95639038085938
SPY,2012-02-23,106.42373657226562
SPY,2012-02-24,106.65746307373047
SPY,2012-02-27,106.83656311035156
SPY,2012-02-28,107.14813995361328
SPY,2012-02-29,106.7275161743164
SPY,2012-03-01,107.28054809570312
SPY,2012-03-02,106.9533920288086
SPY,2012-03-05,106.51718139648438
SPY,2012-03-06,104.95936584472656
SPY,2012-03-07,105.69154357910156
SPY,2012-03-08,106.74311828613281
SPY,2012-03-09,107.15596771240234
SPY,2012-03-12,107.1636962890625
SPY,2012-03-13,109.0954360961914
SPY,2012-03-14,108.97859191894531
SPY,2012-03-15,109.60951232910156
SPY,2012-03-16,109.76128387451172
SPY,2012-03-19,110.19159698486328
SPY,2012-03-20,109.8708267211914
SPY,2012-03-21,109.69088745117188
SPY,2012-03-22,108.90072631835938
SPY,2012-03-23,109.25279235839844
SPY,2012-03-26,110.78614807128906
SPY,2012-03-27,110.44190979003906
SPY,2012-03-28,109.89427185058594
SPY,2012-03-29,109.70653533935547
SPY,2012-03-30,110.1602783203125
SPY,2012-04-02,110.96604919433594
SPY,2012-04-03,110.5123291015625
SPY,2012-04-04,109.41706085205078
SPY,2012-04-05,109.36228942871094
SPY,2012-04-09,108.13406372070312
SPY,2012-04-10,106.31902313232422
SPY,2012-04-11,107.17961883544922
SPY,2012-04-12,108.57991790771484
SPY,2012-04-13,107.28910827636719
SPY,2012-04-16,107.21875
SPY,2012-04-17,108.80683135986328
SPY,2012-04-18,108.43914794921875
SPY,2012-04-19,107.74285888671875
SPY,2012-04-20,107.92279815673828
SPY,2012-04-23,107.01531982421875
SPY,2012-04-24,107.42208099365234
SPY,2012-04-25,108.89289855957031
SPY,2012-04-26,109.65180969238281
SPY,2012-04-27,109.83168029785156
SPY,2012-04-30,109.42488098144531
SPY,2012-05-01,110.10553741455078
SPY,2012-05-02,109.77692413330078
SPY,2012-05-03,108.9398193359375
SPY,2012-05-04,107.17961883544922
SPY,2012-05-07,107.25782775878906
SPY,2012-05-08,106.82754516601562
SPY,2012-05-09,106.1938705444336
SPY,2012-05-10,106.41292572021484
SPY,2012-05-11,106.09217071533203
SPY,2012-05-14,104.91864776611328
SPY,2012-05-15,104.31624603271484
SPY,2012-05-16,103.917236328125
SPY,2012-05-17,102.37608337402344
SPY,2012-05-18,101.4998779296875
SPY,2012-05-21,103.24443817138672
SPY,2012-05-22,103.42439270019531
SPY,2012-05-23,103.47914123535156
SPY,2012-05-24,103.68257141113281
SPY,2012-05-25,103.34616088867188
SPY,2012-05-29,104.59786224365234
SPY,2012-05-30,103.08014678955078
SPY,2012-05-31,102.85330200195312
SPY,2012-06-01,100.26374816894531
SPY,2012-06-04,100.21682739257812
SPY,2012-06-05,100.9757080078125
SPY,2012-06-06,103.24443817138672
SPY,2012-06-07,103.30703735351562
SPY,2012-06-08,104.12848663330078
SPY,2012-06-11,102.80635070800781
SPY,2012-06-12,103.98767852783203
SPY,2012-06-13,103.32268524169922
SPY,2012-06-14,104.41793823242188
SPY,2012-06-15,105.4858627319336
SPY,2012-06-18,105.69035339355469
SPY,2012-06-19,106.71260833740234
SPY,2012-06-20,106.53958892822266
SPY,2012-06-21,104.14900207519531
SPY,2012-06-22,104.95113372802734
SPY,2012-06-25,103.2682876586914
SPY,2012-06-26,103.78726196289062
SPY,2012-06-27,104.72305297851562
SPY,2012-06-28,104.42424011230469
SPY,2012-06-29,107.0272216796875
SPY,2012-07-02,107.34960174560547
SPY,2012-07-03,108.05735778808594
SPY,2012-07-05,107.56982421875
SPY,2012-07-06,106.54747772216797
SPY,2012-07-09,106.41378784179688
SPY,2012-07-10,105.4858627319336
SPY,2012-07-11,105.50159454345703
SPY,2012-07-12,104.99046325683594
SPY,2012-07-13,106.751953125
SPY,2012-07-16,106.50028991699219
SPY,2012-07-17,107.23163604736328
SPY,2012-07-18,108.02586364746094
SPY,2012-07-19,108.3089828491211
SPY,2012-07-20,107.3181381225586
SPY,2012-07-23,106.23294830322266
SPY,2012-07-24,105.32071685791016
SPY,2012-07-25,105.34434509277344
SPY,2012-07-26,107.082275390625
SPY,2012-07-27,109.05603790283203
SPY,2012-07-30,109.05603790283203
SPY,2012-07-31,108.29328155517578
SPY,2012-08-01,108.19892883300781
SPY,2012-08-02,107.4518051147461
SPY,2012-08-03,109.58294677734375
SPY,2012-08-06,109.79525756835938
SPY,2012-08-07,110.3457260131836
SPY,2012-08-08,110.47945404052734
SPY,2012-08-09,110.57379913330078
SPY,2012-08-10,110.75465393066406
SPY,2012-08-13,110.69962310791016
SPY,2012-08-14,110.71532440185547
SPY,2012-08-15,110.84115600585938
SPY,2012-08-16,111.65901184082031
SPY,2012-08-17,111.80846405029297
SPY,2012-08-20,111.81629180908203
SPY,2012-08-21,111.47811126708984
SPY,2012-08-22,111.52532958984375
SPY,2012-08-23,110.61314392089844
SPY,2012-08-24,111.28153991699219
SPY,2012-08-27,111.30516052246094
SPY,2012-08-28,111.1950454711914
SPY,2012-08-29,111.28153991699219
SPY,2012-08-30,110.47945404052734
SPY,2012-08-31,111.00630950927734
SPY,2012-09-04,110.90410614013672
SPY,2012-09-05,110.8096923828125
SPY,2012-09-06,113.05877685546875
SPY,2012-09-07,113.4991683959961
SPY,2012-09-10,112.85431671142578
SPY,2012-09-11,113.16889190673828
SPY,2012-09-12,113.54634094238281
SPY,2012-09-13,115.27637481689453
SPY,2012-09-14,115.78756713867188
SPY,2012-09-17,115.39437866210938
SPY,2012-09-18,115.30000305175781
SPY,2012-09-19,115.3628921508789
SPY,2012-09-20,115.37075805664062
SPY,2012-09-21,115.32256317138672
SPY,2012-09-24,115.14859771728516
SPY,2012-09-25,113.92318725585938
SPY,2012-09-26,113.28284454345703
SPY,2012-09-27,114.3501205444336
SPY,2012-09-28,113.8204116821289
SPY,2012-10-01,114.12086486816406
SPY,2012-10-02,114.2394027709961
SPY,2012-10-03,114.70584869384766
SPY,2012-10-04,115.52804565429688
SPY,2012-10-05,115.5359878540039
SPY,2012-10-08,115.14067840576172
SPY,2012-10-09,114.00227355957031
SPY,2012-10-10,113.27489471435547
SPY,2012-10-11,113.33815002441406
SPY,2012-10-12,112.9665756225586
SPY,2012-10-15,113.9073486328125
SPY,2012-10-16,115.06160736083984
SPY,2012-10-17,115.58336639404297
SPY,2012-10-18,115.28300476074219
SPY,2012-10-19,113.36186981201172
SPY,2012-10-22,113.37769317626953
SPY,2012-10-23,111.80445098876953
SPY,2012-10-24,111.4881820678711
SPY,2012-10-25,111.81230926513672
SPY,2012-10-26,111.74907684326172
SPY,2012-10-31,111.74907684326172
SPY,2012-11-01,112.9191665649414
SPY,2012-11-02,111.9150619506836
SPY,2012-11-05,112.14437866210938
SPY,2012-11-06,113.02191162109375
SPY,2012-11-07,110.46043395996094
SPY,2012-11-08,109.13226318359375
SPY,2012-11-09,109.22711181640625
SPY,2012-11-12,109.31407928466797
SPY,2012-11-13,108.9345703125
SPY,2012-11-14,107.464111328125
SPY,2012-11-15,107.28226470947266
SPY,2012-11-16,107.81196594238281
SPY,2012-11-19,109.99396514892578
SPY,2012-11-20,110.04141235351562
SPY,2012-11-21,110.24698638916016
SPY,2012-11-23,111.74907684326172
SPY,2012-11-26,111.51190948486328
SPY,2012-11-27,110.94269561767578
SPY,2012-11-28,111.83604431152344
SPY,2012-11-29,112.35782623291016
SPY,2012-11-30,112.3815689086914
SPY,2012-12-03,111.82811737060547
SPY,2012-12-04,111.67000579833984
SPY,2012-12-05,111.8676528930664
